geolocation_zip_code_prefix,lat_d_mean,lng_d_mean,city,state
12318,-23.312998038164398,-45.95381313291275,jacarei,SP
12319,-23.32403415991242,-45.96976545052344,jacarei,SP
12320,-23.31431657793152,-45.976111018346444,jacarei,SP
12321,-23.29857473421638,-45.98426928946101,jacarei,SP
12322,-23.311072401337356,-45.984239743934104,jacarei,SP
12323,-23.326303805492177,-45.991880400068695,jacarei,SP
12324,-23.31222073771982,-46.005229782475375,jacarei,SP
12325,-23.305928385473756,-46.01585218094912,jacarei,SP
12327,-23.302418510497333,-45.971939482905746,jacarei,SP
12328,-23.287598170034155,-45.962323945122385,jacarei,SP
12329,-23.288178416895008,-45.93974003347544,jacarei,SP
12330,-23.295732286814843,-46.03574131981801,jacarei,SP
12331,-23.265619662636027,-46.06708828388789,jacarei,SP
12333,-23.226368907764126,-46.06973283823286,jacarei,SP
12334,-23.289102592906016,-46.00514443447142,jacarei,SP
12335,-23.262152770245045,-45.964542653134004,jacarei,SP
12341,-23.293575656670832,-45.98510497307211,jacarei,SP
12350,-23.20652327201286,-46.154321668154275,igarata,SP
12380,-23.39850042974446,-45.88377974014341,santa branca,SP
12400,-22.926493968281886,-45.462991485512866,pindamonhangaba,SP
12401,-22.921475528529243,-45.46290205580684,pindamonhangaba,SP
12402,-22.917295794412315,-45.44795519832967,pindamonhangaba,SP
12403,-22.921532598076748,-45.4434171591921,pindamonhangaba,SP
12405,-22.924235198789273,-45.43753906138405,pindamonhangaba,SP
12410,-22.934772902200162,-45.45644318028449,pindamonhangaba,SP
12411,-22.932536425830538,-45.43723439063816,pindamonhangaba,SP
12412,-22.951249799078987,-45.4586762122983,pindamonhangaba,SP
12413,-22.946836138813207,-45.416233140643385,pindamonhangaba,SP
12414,-22.94545309083066,-45.40797612962341,pindamonhangaba,SP
12420,-22.943444134726604,-45.4649291661362,pindamonhangaba,SP
12421,-22.95189666390807,-45.48013695909109,pindamonhangaba,SP
12422,-22.937121150270233,-45.47284279609509,pindamonhangaba,SP
12423,-22.946573388851494,-45.50235547073323,pindamonhangaba,SP
12424,-22.95847200252777,-45.488820457995445,pindamonhangaba,SP
12425,-22.931194457303384,-45.47662476478125,pindamonhangaba,SP
12440,-22.913258586821055,-45.36871468383249,pindamonhangaba,SP
12441,-22.921372340378603,-45.362184231927465,pindamonhangaba,SP
12442,-22.942314968332852,-45.38402319368823,pindamonhangaba,SP
12443,-22.896319785018914,-45.37148840384793,pindamonhangaba,SP
12444,-22.896176897542663,-45.379535258901434,pindamonhangaba,SP
12445,-22.888173581840736,-45.37627667334779,pindamonhangaba,SP
12446,-22.886229274769914,-45.3676054519052,pindamonhangaba,SP
12450,-22.824845292596375,-45.667640266125645,santo antonio do pinhal,SP
12460,-22.73720566772753,-45.58747970765932,campos do jordao,SP
12490,-22.688038172178366,-45.732270702845774,sao bento do sapucai,SP
12500,-22.815713473204053,-45.19218562106804,guaratingueta,SP
12501,-22.818445836410643,-45.194620039623885,guaratingueta,SP
12502,-22.8158511794147,-45.18381835999407,guaratingueta,SP
12503,-22.82657558244286,-45.19181888975795,guaratingueta,SP
12505,-22.81444459460292,-45.199330412987024,guaratingueta,SP
12506,-22.80317546588212,-45.21091408645598,guaratingueta,SP
12507,-22.806989617985895,-45.239300588156446,guaratingueta,SP
12509,-22.79664177176693,-45.22510306487846,guaratingueta,SP
12510,-22.785727384309126,-45.23015199257308,guaratingueta,SP
12511,-22.799783433558282,-45.207152611940515,guaratingueta,SP
12512,-22.781588886846013,-45.210509938035194,guaratingueta,SP
12513,-22.778701411699956,-45.198772884782976,guaratingueta,SP
12514,-22.796500341601625,-45.1976867596346,guaratingueta,SP
12515,-22.805352192158736,-45.19299947221409,guaratingueta,SP
12516,-22.800981579877543,-45.187990421733886,guaratingueta,SP
12517,-22.795955581350576,-45.18322599143267,guaratingueta,SP
12518,-22.78656425190466,-45.18278682978321,guaratingueta,SP
12519,-22.77735994853968,-45.18464035412217,guaratingueta,SP
12520,-22.804704781457666,-45.177998531092875,guaratingueta,SP
12522,-22.78417033291643,-45.15690766265159,guaratingueta,SP
12523,-22.787984009618345,-45.15042289155028,guaratingueta,SP
12524,-22.819205503698537,-45.179036917748725,guaratingueta,SP
12525,-22.8378240311115,-45.256880395848455,potim,SP
12530,-23.075088650548164,-44.95810080139059,cunha,SP
12570,-22.846277629958713,-45.23373917904834,aparecida,SP
12580,-22.899893087237906,-45.309596837012805,roseira,SP
12600,-22.730864224601486,-45.12315249105779,lorena,SP
12601,-22.73705952602803,-45.13084047609031,lorena,SP
12602,-22.7249902196653,-45.12024359202741,lorena,SP
12603,-22.725065247518646,-45.11059579567802,lorena,SP
12604,-22.7313908478706,-45.10903005137411,lorena,SP
12605,-22.736560524512132,-45.09733428582955,lorena,SP
12606,-22.741170255632753,-45.11022804617497,lorena,SP
12607,-22.742593320865574,-45.115513500977904,lorena,SP
12608,-22.741734779771424,-45.126549479918744,lorena,SP
12609,-22.750136636041578,-45.12187075388088,lorena,SP
12610,-22.75278440692701,-45.13211316079878,lorena,SP
12620,-22.60833117736224,-45.18436125907741,piquete,SP
12630,-22.666992417172608,-45.0090786551247,cachoeira paulista,SP
12690,-22.6647262098532,-44.852232869015644,silveiras,SP
12701,-22.578360216428717,-44.961724405461055,cruzeiro,SP
12702,-22.585753045959883,-44.96853769633372,cruzeiro,SP
12703,-22.584293572502176,-44.97537611633579,cruzeiro,SP
12704,-22.57911350767951,-44.982804900039625,cruzeiro,SP
12705,-22.57445076763594,-44.97013446941575,cruzeiro,SP
12710,-22.5682617627922,-44.95956246981533,cruzeiro,SP
12711,-22.56197347631587,-44.96817014291998,cruzeiro,SP
12712,-22.559514141200644,-44.95899427849721,cruzeiro,SP
12720,-22.56526445583362,-44.94498679559147,cruzeiro,SP
12721,-22.558269144505697,-44.94479697191443,cruzeiro,SP
12722,-22.561020732157015,-44.938104067010215,cruzeiro,SP
12730,-22.57985667716557,-44.95303807054343,cruzeiro,SP
12760,-22.563164316439234,-44.92002413543572,lavrinhas,SP
12800,-22.538647283160135,-44.77226693637559,queluz,SP
12820,-22.58077196444761,-44.69644130689825,areias,SP
12830,-22.64499146787212,-44.577709119080545,sao jose do barreiro,SP
12850,-22.683132813969447,-44.32110793306731,bananal,SP
12870,-22.673405067910004,-44.447886010964915,arapei,SP
12900,-22.956951291429174,-46.54197335428632,braganca paulista,SP
12902,-22.95930583866757,-46.54813262296818,braganca paulista,SP
12903,-22.947412217948596,-46.55345365307227,braganca paulista,SP
12904,-22.944536671234992,-46.5490170360014,braganca paulista,SP
12906,-22.93904509823366,-46.54952052333308,braganca paulista,SP
12908,-22.93556621892256,-46.54536453701623,braganca paulista,SP
12910,-22.940150160367956,-46.531724367634254,braganca paulista,SP
12912,-22.95140287148029,-46.53466011173828,braganca paulista,SP
12913,-22.962633441166982,-46.52341863421785,braganca paulista,SP
12914,-22.964273417500017,-46.53448744650581,braganca paulista,SP
12916,-22.97972707944214,-46.535289774987405,braganca paulista,SP
12917,-22.981265700766183,-46.547843922041785,braganca paulista,SP
12918,-22.969106978389554,-46.57546115069497,bragança paulista,SP
12919,-22.971676889260486,-46.549090572207795,braganca paulista,SP
12922,-22.91373965624437,-46.555095961072674,braganca paulista,SP
12924,-22.869351855855985,-46.53161226742379,braganca paulista,SP
12926,-22.92176468069592,-46.54004056522119,braganca paulista,SP
12927,-22.91287183171714,-46.53087738133384,braganca paulista,SP
12929,-22.930076721801203,-46.52374508498272,braganca paulista,SP
12930,-22.8137981732406,-46.695036604398155,tuiuti,SP
12935,-22.890957250054193,-46.41630799299856,vargem,SP
12940,-23.11440150508637,-46.553042885747836,atibaia,SP
12941,-23.120254493211753,-46.54003071261917,atibaia,SP
12942,-23.122680665464074,-46.56124220726828,atibaia,SP
12943,-23.12785230517034,-46.56900104925317,atibaia,SP
12944,-23.10969537031705,-46.55575492608869,atibaia,SP
12945,-23.11161499386486,-46.52587349174061,atibaia,SP
12946,-23.14192479937989,-46.55061872584038,atibaia,SP
12947,-23.137582656536296,-46.55788404671923,atibaia,SP
12948,-23.222074105869766,-46.59539003615488,atibaia,SP
12949,-23.154008187170763,-46.59149201836626,atibaia,SP
12950,-23.142969305148736,-46.58371009902809,atibaia,SP
12951,-23.125450010872996,-46.58376681124543,atibaia,SP
12952,-23.105968040086744,-46.59027683057333,atibaia,SP
12953,-23.09537257517733,-46.6002934902457,atibaia,SP
12954,-23.074898578423177,-46.555477777240526,atibaia,SP
12955,-23.135837747706255,-46.46860228119816,bom jesus dos perdoes,SP
12960,-23.173775460591823,-46.39691242694249,nazare paulista,SP
12970,-23.054170724824523,-46.35725434729114,piracaia,SP
12980,-22.93043444701175,-46.27510742821306,joanopolis,SP
12990,-22.794903896050812,-46.44318231410214,pedra bela,SP
12995,-22.782125853455,-46.590393839142024,pinhalzinho,SP
13010,-22.9040812059012,-47.058175662990145,campinas,SP
13012,-22.904827557739463,-47.05972806060247,campinas,SP
13013,-22.906183317789402,-47.06313457213065,campinas,SP
13015,-22.90411282146143,-47.05655743515298,campinas,SP
13020,-22.89974164186292,-47.06657860819586,campinas,SP
13023,-22.893997901547202,-47.06223483361634,campinas,SP
13024,-22.89180604837858,-47.05427349607382,campinas,SP
13025,-22.89831200127195,-47.0519387469581,campinas,SP
13026,-22.91283651083499,-47.048733493772964,campinas,SP
13030,-22.924853869284316,-47.074117308568624,campinas,SP
13031,-22.9198924510411,-47.08547676550035,campinas,SP
13032,-22.907604830597503,-47.08511042249352,campinas,SP
13033,-22.904142398750086,-47.098119004842424,campinas,SP
13034,-22.909792960153172,-47.09041114327992,campinas,SP
13035,-22.911499837262394,-47.073469041902406,campinas,SP
13036,-22.919692609531396,-47.06794042592797,campinas,SP
13040,-22.93763668231932,-47.06109818534649,campinas,SP
13041,-22.920688425616063,-47.05721286157362,campinas,SP
13042,-22.948634676835045,-47.050094033998256,campinas,SP
13043,-22.934629831946673,-47.04135279003693,campinas,SP
13044,-22.940353794458524,-47.04310541764197,campinas,SP
13045,-22.93744673508785,-47.03113869961408,campinas,SP
13046,-22.93429554271999,-47.020936107527746,campinas,SP
13049,-22.9517142408812,-47.07758930239475,campinas,SP
13050,-22.939611515456413,-47.09591094698752,campinas,SP
13051,-22.96130407567754,-47.09156987797218,campinas,SP
13052,-22.97857175002495,-47.1037612115419,campinas,SP
13053,-23.029274681699956,-47.11322979867639,campinas,SP
13054,-22.975374377745084,-47.1262094099744,campinas,SP
13056,-22.97571424914558,-47.14271723234735,campinas,SP
13057,-22.973878198271553,-47.17220200295021,campinas,SP
13058,-22.951178327378805,-47.1881874713538,campinas,SP
13059,-22.940743635231573,-47.1599745908311,campinas,SP
13060,-22.932047949798793,-47.11163130100511,campinas,SP
13061,-22.911408827972313,-47.11328331880168,campinas,SP
13063,-22.88922927868442,-47.1085156313,campinas,SP
13064,-22.89382536569637,-47.142879237989604,campinas,SP
13065,-22.88104319509286,-47.12637695893045,campinas,SP
13067,-22.874764853086724,-47.14515961810194,campinas,SP
13068,-22.86345019760192,-47.15275153266752,campinas,SP
13069,-22.841565900996677,-47.15082959941999,campinas,SP
13070,-22.892003683730813,-47.08194590084885,campinas,SP
13073,-22.885293053033358,-47.06767152258226,campinas,SP
13075,-22.88028367119978,-47.061363779122715,campinas,SP
13076,-22.881777852866158,-47.05161370812143,campinas,SP
13077,-22.877628162282797,-47.04225101238139,campinas,SP
13080,-22.85031863340752,-47.07169678537161,campinas,SP
13081,-22.85769871352391,-47.067387224642715,campinas,SP
13082,-22.839953123507875,-47.10355406429051,campinas,SP
13083,-22.81368955692631,-47.071136266759495,campinas,SP
13084,-22.82395329786818,-47.08652122166763,campinas,SP
13085,-22.790657261726096,-47.082744061015,campinas,SP
13086,-22.826822960916108,-47.05154890544997,campinas,SP
13087,-22.857943159386053,-47.052890843832934,campinas,SP
13088,-22.85935457759065,-47.038157024251795,campinas,SP
13090,-22.887702368976925,-47.03879517360688,campinas,SP
13091,-22.8796198301204,-47.030071059832814,campinas,SP
13092,-22.89747291646282,-47.035541967953925,campinas,SP
13097,-22.846057372071613,-47.02433165568336,campinas,SP
13098,-22.818457705934026,-47.02545238599929,campinas,SP
13099,-22.75370081032649,-47.014534541869814,campinas,SP
13100,-22.914339241190998,-47.038874030480784,campinas,SP
13101,-22.914888103434233,-47.012395226486476,campinas,SP
13104,-22.86008521638941,-46.97502607131702,campinas,SP
13105,-22.886212480741058,-46.97778101555467,campinas,SP
13106,-22.883793337523695,-46.96101906474269,campinas,SP
13107,-22.87101290338581,-46.95970579624944,campinas,SP
13140,-22.768609439454238,-47.151317859306744,paulinia,SP
13141,-22.797905913137384,-47.1497034835128,paulinia,SP
13142,-22.782546018853843,-47.178705953817165,paulinia,SP
13144,-22.75661339808024,-47.20080284016348,paulinia,SP
13145,-22.734306141195134,-47.17617065861252,paulinia,SP
13146,-22.730857921079455,-47.168206327398615,paulinia,SP
13147,-22.733134362183417,-47.14026536262738,paulinia,SP
13148,-22.77675119211466,-47.115894801359445,paulinia,SP
13150,-22.641247027526504,-47.189941143532906,cosmopolis,SP
13152,-22.638667316308418,-47.17961468937986,cosmopolis,SP
13154,-22.63274919732087,-47.17760834736014,cosmopolis,SP
13155,-22.630220965137088,-47.18873560876225,cosmopolis,SP
13157,-22.636163604523247,-47.197180947297,cosmopolis,SP
13160,-22.570904187488857,-47.16563996814092,artur nogueira,SP
13165,-22.489678553565742,-47.211515067106006,engenheiro coelho,SP
13170,-22.82200020809889,-47.270983818112875,sumare,SP
13171,-22.831833751253047,-47.27158609807264,sumare,SP
13172,-22.81497521409011,-47.286686627976636,sumare,SP
13173,-22.798437219714806,-47.276378223465066,sumare,SP
13174,-22.814347517347425,-47.26120439682751,sumare,SP
13175,-22.81457830477842,-47.244797515767836,sumare,SP
13177,-22.80958918207865,-47.22704867588333,sumare,SP
13178,-22.803024395471425,-47.20479554951758,sumare,SP
13179,-22.82103775623876,-47.17120839213391,sumare,SP
13180,-22.839696270690112,-47.16304366858063,sumare,SP
13181,-22.842891412792145,-47.18937518147188,sumare,SP
13183,-22.85486465349327,-47.21262565019643,hortolandia,SP
13184,-22.869910803496428,-47.213770487336966,hortolandia,SP
13185,-22.893134602773976,-47.17305962637379,hortolandia,SP
13186,-22.886152462074577,-47.200561697432725,hortolandia,SP
13187,-22.898031416952175,-47.21610002894995,hortolandia,SP
13188,-22.898300102701477,-47.23812476487172,hortolandia,SP
13189,-22.876005035872033,-47.23341318933173,hortolandia,SP
13190,-22.946806662420435,-47.30151033404395,monte mor,SP
13201,-23.18578267808596,-46.88612181972615,jundiai,SP
13202,-23.205076424132823,-46.871964971150796,jundiai,SP
13203,-23.21480693129186,-46.86006367578192,jundiai,SP
13205,-23.248934661739952,-46.853802419039745,jundiai,SP
13206,-23.211615260376643,-46.88032273643618,jundiai,SP
13207,-23.200415020941424,-46.88716924440938,jundiai,SP
13208,-23.19536376233749,-46.896822050492425,jundiai,SP
13209,-23.181812700526972,-46.90248139153109,jundiai,SP
13210,-23.224158503404446,-46.88397598984041,jundiai,SP
13211,-23.18852818707364,-46.91672762153327,jundiai,SP
13212,-23.170091143207866,-46.97831911259053,jundiai,SP
13213,-23.154697689510545,-46.98647937267072,jundiai,SP
13214,-23.158481413981406,-46.91574697442476,jundiai,SP
13215,-23.17199860236346,-46.88902510972781,jundiai,SP
13216,-23.169482778301756,-46.87277023005849,jundiai,SP
13218,-23.172944142403914,-46.85747597034396,jundiai,SP
13219,-23.188696737072494,-46.85311858775354,jundiai,SP
13220,-23.210453077906138,-46.845441388806364,varzea paulista,SP
13221,-23.195675699412547,-46.83089396633342,varzea paulista,SP
13222,-23.194400800613003,-46.82019001006503,varzea paulista,SP
13223,-23.21390066408426,-46.81144366058955,varzea paulista,SP
13224,-23.21882116578708,-46.83274375069467,varzea paulista,SP
13225,-23.227246728151513,-46.845245566775205,varzea paulista,SP
13226,-23.246677332754786,-46.82492216478621,varzea paulista,SP
13230,-23.207076471510515,-46.787640067498394,campo limpo paulista,SP
13231,-23.199893059903108,-46.7815829490193,campo limpo paulista,SP
13232,-23.21157948642773,-46.76266577588238,campo limpo paulista,SP
13233,-23.180659226581227,-46.76665210332496,campo limpo paulista,SP
13234,-23.22576887919816,-46.722026538256046,campo limpo paulista,SP
13236,-23.21263484777643,-46.797638696550656,campo limpo paulista,SP
13238,-23.23327091498724,-46.770924902422074,campo limpo paulista,SP
13240,-23.09529968739935,-46.717879114768124,jarinu,SP
13250,-23.005068005645125,-46.84019791384874,itatiba,SP
13251,-22.995634968916313,-46.83608364559848,itatiba,SP
13252,-22.964783652353177,-46.819490812575296,itatiba,SP
13253,-23.00345581322248,-46.82422015226188,itatiba,SP
13254,-23.009527037701112,-46.81298078584619,itatiba,SP
13255,-23.0397897421397,-46.84457351295771,itatiba,SP
13256,-23.009435180818944,-46.85414698423879,itatiba,SP
13257,-22.989415830232755,-46.85177331089563,itatiba,SP
13260,-22.87586133261881,-46.793494281804634,morungaba,SP
13270,-22.975237608949396,-47.00217717043564,valinhos,SP
13271,-22.97226131233416,-47.01069669868447,valinhos,SP
13272,-22.951325444734987,-47.001585317467736,valinhos,SP
13273,-22.949090225995935,-46.978164767144015,valinhos,SP
13274,-22.96457025718799,-46.98339685047247,valinhos,SP
13275,-22.981681876152454,-46.984269882252825,valinhos,SP
13276,-22.979410281221284,-46.995017644436004,valinhos,SP
13277,-22.99027010758935,-46.9977569490043,valinhos,SP
13278,-23.000715461030428,-47.017423847864585,valinhos,SP
13279,-23.01154071998138,-47.02608944293016,valinhos,SP
13280,-23.02811044576333,-46.97889430621543,vinhedo,SP
13282,-23.028776788558417,-46.928761104060705,vinhedo,SP
13283,-23.014447098466484,-46.97337573142516,vinhedo,SP
13284,-23.018571858228842,-46.9880333185699,vinhedo,SP
13285,-23.03539385244207,-47.004937048586925,vinhedo,SP
13286,-23.05064184597278,-47.02026810203673,vinhedo,SP
13287,-23.051351787777328,-46.989557131355355,vinhedo,SP
13288,-23.071393166274934,-46.998548726256885,vinhedo,SP
13289,-23.040508529367347,-46.978651603345895,vinhedo,SP
13290,-23.087028654423623,-46.96317008889327,louveira,SP
13295,-23.15503628687101,-47.050376964973495,itupeva,SP
13300,-23.264661567047128,-47.29920865363715,itu,SP
13301,-23.254235221436044,-47.29708697258001,itu,SP
13302,-23.26501330477825,-47.274141222587915,itu,SP
13304,-23.275618816991948,-47.27641618898152,itu,SP
13305,-23.28337924229562,-47.25265887396974,itu,SP
13306,-23.28750887170005,-47.28141853925042,itu,SP
13308,-23.390987384239253,-47.34217960784805,itu,SP
13309,-23.28118272111634,-47.29424637616784,itu,SP
13310,-23.27477450442602,-47.306792448747714,itu,SP
13311,-23.262035619691538,-47.314915720801935,itu,SP
13312,-23.259366682470503,-47.34399120492653,itu,SP
13313,-23.249572573733484,-47.31476690170011,itu,SP
13315,-23.274201416389573,-47.08599006635459,cabreuva,SP
13318,-23.28216935517575,-46.3031794246422,jacare,SP
13320,-23.202662995615682,-47.29578408617383,salto,SP
13321,-23.191888089649765,-47.29030690539663,salto,SP
13322,-23.19286379169931,-47.27483948167941,salto,SP
13323,-23.216505980971778,-47.271426427465755,salto,SP
13324,-23.209116551883955,-47.30859777369436,salto,SP
13326,-23.193420056895746,-47.3096181589836,salto,SP
13327,-23.179436597967328,-47.313120341199365,salto,SP
13328,-23.179798346760684,-47.34318480065559,salto,SP
13329,-23.16036287298352,-47.31009899621295,salto,SP
13330,-23.08580518008435,-47.21675982391707,indaiatuba,SP
13331,-23.075073880604805,-47.22826131145271,indaiatuba,SP
13332,-23.06211380116416,-47.21884793936353,indaiatuba,SP
13333,-23.074092411480684,-47.20936641539634,indaiatuba,SP
13334,-23.082486116068466,-47.20418589269272,indaiatuba,SP
13335,-23.07598435170422,-47.19690998129094,indaiatuba,SP
13336,-23.061678242330206,-47.188650068880904,indaiatuba,SP
13337,-23.063725167402854,-47.172807543652695,indaiatuba,SP
13338,-23.089039147327437,-47.19213228470306,indaiatuba,SP
13339,-23.09188733363321,-47.20164061435002,indaiatuba,SP
13340,-23.10080171401495,-47.1804215924382,indaiatuba,SP
13341,-23.121325668851703,-47.165942901139616,indaiatuba,SP
13342,-23.134187365767477,-47.18402665863041,indaiatuba,SP
13343,-23.100561284317955,-47.20676470826343,indaiatuba,SP
13344,-23.106204383102412,-47.21499757601045,indaiatuba,SP
13345,-23.10296918756515,-47.22268867545647,indaiatuba,SP
13346,-23.118144622360575,-47.22772466411457,indaiatuba,SP
13347,-23.13353750872446,-47.22692309966895,indaiatuba,SP
13348,-23.11732188054185,-47.238428686539855,indaiatuba,SP
13349,-23.121139911275982,-47.24880949496855,indaiatuba,SP
13350,-23.039844896393333,-47.37176306377656,elias fausto,SP
13360,-22.997557716172032,-47.507546844374744,capivari,SP
13370,-23.016937105708728,-47.52855001146773,rafard,SP
13375,-22.929025489407977,-47.56523157503429,mombuca,SP
13380,-22.779170225321494,-47.30129880622538,nova odessa,SP
13382,-22.800169490174238,-47.30814409237097,nova odessa,SP
13385,-22.78860425634205,-47.29501778034675,nova odessa,SP
13386,-22.803670026110613,-47.30346779425668,nova odessa,SP
13387,-22.777387272160098,-47.28248769514059,nova odessa,SP
13389,-22.76428975859273,-47.226612971490795,nova odessa,SP
13390,-22.841530033165647,-47.60648534568502,rio das pedras,SP
13400,-22.72573921977663,-47.65111870749238,piracicaba,SP
13401,-22.75067370073357,-47.65865616355863,piracicaba,SP
13402,-22.748410220976197,-47.671902260144904,piracicaba,SP
13403,-22.7283246595062,-47.6727302974833,piracicaba,SP
13405,-22.70848467746202,-47.664918458117526,piracicaba,SP
13406,-22.68102304785694,-47.702330727672006,piracicaba,SP
13408,-22.672484899595588,-47.69596963914108,piracicaba,SP
13409,-22.677156689629278,-47.70730565427798,piracicaba,SP
13411,-22.674729652660382,-47.68261608492482,piracicaba,SP
13412,-22.68135368237711,-47.662331179722685,piracicaba,SP
13413,-22.66585003089239,-47.61123905416739,piracicaba,SP
13414,-22.689997593544668,-47.63910910297066,piracicaba,SP
13415,-22.706970558711525,-47.59475322169452,piracicaba,SP
13416,-22.716506003988865,-47.640204159893194,piracicaba,SP
13417,-22.739332385920584,-47.6364116965214,piracicaba,SP
13418,-22.724749879138596,-47.63023129704402,piracicaba,SP
13419,-22.729481797643803,-47.641558757867166,piracicaba,SP
13420,-22.735729368278214,-47.61964079479975,piracicaba,SP
13421,-22.77185287275371,-47.596796067844686,piracicaba,SP
13422,-22.748219374853598,-47.59816930031044,piracicaba,SP
13423,-22.76633465404356,-47.58994045060878,piracicaba,SP
13424,-22.749880319256995,-47.6454726936711,piracicaba,SP
13425,-22.754439417048612,-47.621436196610716,piracicaba,SP
13426,-22.763072734513596,-47.62864663220666,piracicaba,SP
13427,-22.742837346179602,-47.575588848746854,piracicaba,SP
13428,-22.735900267821233,-47.53888413359665,piracicaba,SP
13432,-22.67614726760053,-47.772230748330024,piracicaba,SP
13440,-22.845416007835457,-47.67735934299705,saltinho,SP
13450,-22.757910156163508,-47.417105180661395,santa barbara d'oeste,SP
13451,-22.744951978563872,-47.420350025610965,santa barbara d'oeste,SP
13452,-22.73098895310133,-47.4093459022908,santa barbara d'oeste,SP
13453,-22.734363997205502,-47.3991002246064,santa barbara d'oeste,SP
13454,-22.74063461636686,-47.37582905921151,santa barbara d'oeste,SP
13455,-22.726053411867195,-47.367921473758685,santa barbara d'oeste,SP
13456,-22.757239359571855,-47.37625596521496,santa barbara d'oeste,SP
13457,-22.767759492049617,-47.385233687965965,santa barbara d'oeste,SP
13458,-22.773187298576524,-47.40646237422641,santa barbara d'oeste,SP
13459,-22.736020127220257,-47.487778813187404,santa barbara d'oeste,SP
13460,-22.785804389094046,-47.29442282710207,nova odessa,SP
13465,-22.743700621600812,-47.33747091024356,americana,SP
13466,-22.75342609813201,-47.32713618618496,americana,SP
13467,-22.770123861378302,-47.33997184118146,americana,SP
13468,-22.754949353186138,-47.35015068936317,americana,SP
13469,-22.728666882322212,-47.35686381012661,americana,SP
13470,-22.717775254512336,-47.35397897798458,americana,SP
13471,-22.72631694221347,-47.33737056813907,americana,SP
13472,-22.727061132622662,-47.31645195565704,americana,SP
13473,-22.72065500960032,-47.30789720270457,americana,SP
13474,-22.705203958293726,-47.29415035911495,americana,SP
13475,-22.72234567300117,-47.280654363244025,americana,SP
13476,-22.743223972533205,-47.241187610268355,americana,SP
13477,-22.737302464315853,-47.30061738003397,americana,SP
13478,-22.74331141052124,-47.31496559147106,americana,SP
13479,-22.76034194918966,-47.28168434094481,americana,SP
13480,-22.570058156746725,-47.403830213701525,limeira,SP
13481,-22.6007917668136,-47.40779671193302,limeira,SP
13482,-22.58015585157158,-47.429198989185565,limeira,SP
13483,-22.560468142609928,-47.44730071172263,limeira,SP
13484,-22.556764727571277,-47.420769043629136,limeira,SP
13485,-22.545861773095243,-47.39128582439355,limeira,SP
13486,-22.565508725689714,-47.383806558298055,limeira,SP
13487,-22.584423792884284,-47.37561182491639,limeira,SP
13490,-22.48168192276857,-47.46037536059593,cordeiropolis,SP
13495,-22.586481738724714,-47.51417932743761,iracemapolis,SP
13500,-22.408777003030377,-47.5637273680863,rio claro,SP
13501,-22.424736184056098,-47.55746154750473,rio claro,SP
13502,-22.437706703030365,-47.580849266140355,rio claro,SP
13503,-22.413301169763383,-47.57739743832905,rio claro,SP
13504,-22.39235539693775,-47.578129342173455,rio claro,SP
13505,-22.380553541007856,-47.56709530227105,rio claro,SP
13506,-22.392161058919704,-47.54963984498655,rio claro,SP
13508,-22.411489567314835,-47.57096343796528,rio claro,SP
13510,-22.45338003238166,-47.53501749309758,santa gertrudes,SP
13515,-22.511590687922144,-47.7760366328857,charqueada,SP
13520,-22.551149062019572,-47.90549644655618,sao pedro,SP
13525,-22.602699720935508,-47.871313794209115,aguas de sao pedro,SP
13530,-22.252950663204935,-47.819227550702074,itirapina,SP
13540,-22.2219544502097,-47.62460408077618,corumbatai,SP
13550,-22.12423189197226,-47.66265245760493,analandia,SP
13560,-22.015071441223586,-47.88996143336619,sao carlos,SP
13561,-22.013487668707505,-47.90570891659309,sao carlos,SP
13562,-22.00471883564218,-47.915061803479254,sao carlos,SP
13563,-21.989633568336597,-47.92510918859729,sao carlos,SP
13564,-21.995749998557212,-47.901092494099025,sao carlos,SP
13565,-21.97493125947593,-47.895319252786784,sao carlos,SP
13566,-21.999549270601282,-47.88764984670562,sao carlos,SP
13567,-22.006045045487333,-47.87229483000682,sao carlos,SP
13568,-22.005212343245148,-47.855314533758374,sao carlos,SP
13569,-22.017565865078538,-47.875430379222124,sao carlos,SP
13570,-22.030228088520918,-47.879837997486256,sao carlos,SP
13571,-22.0317033826147,-47.86744373142197,sao carlos,SP
13572,-22.04277187491886,-47.89197505532377,sao carlos,SP
13573,-22.059575030589137,-47.9020671062249,sao carlos,SP
13574,-22.027406496040115,-47.90053810173839,sao carlos,SP
13575,-22.03369586706613,-47.90910964599976,sao carlos,SP
13580,-22.064745158335768,-48.17789547659234,ribeirao bonito,SP
13590,-22.112442264806177,-48.314517199959006,dourado,SP
13600,-22.355563104034502,-47.38463859777076,araras,SP
13601,-22.37081776588604,-47.38902925211423,araras,SP
13602,-22.365065790395647,-47.399865808023385,araras,SP
13603,-22.349439225121806,-47.40031423232605,araras,SP
13604,-22.33672617188406,-47.381661353373524,araras,SP
13605,-22.346125374577742,-47.369588381403844,araras,SP
13606,-22.353798071338193,-47.33410962549863,araras,SP
13607,-22.368870941382458,-47.362924150714804,araras,SP
13608,-22.35605528854832,-47.32474977930578,araras,SP
13609,-22.380207781799843,-47.38033899282056,araras,SP
13610,-22.18974471297381,-47.38865938718944,leme,SP
13611,-22.19507109047522,-47.37799970374073,leme,SP
13612,-22.19145688084025,-47.406010940653424,leme,SP
